"time" "k1_ipm" "k2_ipm" "h1_average" "h2_average"
395220 1.04116758785999e-10 9.19413935206355e-11 -7.8330742 -8.2661581
395280 1.04098331845194e-10 9.19246213436226e-11 -7.8342145 -8.267379
395340 1.04079893145478e-10 9.19078623785881e-11 -7.8353548 -8.2686
395400 1.03980153830394e-10 9.1855382031043e-11 -7.8364951 -8.2698209
395460 1.03961751713824e-10 9.18386347071386e-11 -7.8376354 -8.2710418
395520 1.03943374355767e-10 9.18218864054191e-11 -7.8387757 -8.2722627
395580 1.03924994373515e-10 9.17694397983666e-11 -7.8399159 -8.2734836
395640 1.03906611773747e-10 9.17527172921008e-11 -7.8410562 -8.2747045
395700 1.03807009534203e-10 9.17003059375161e-11 -7.8421964 -8.2759254
395760 1.03788654297459e-10 9.16835985829653e-11 -7.8433367 -8.2771463
395820 1.03770305550516e-10 9.16668973152058e-11 -7.8444769 -8.2783672
395880 1.03751963290385e-10 9.16145302222451e-11 -7.8456172 -8.2795881
395940 1.037336275134e-10 9.15978476133482e-11 -7.8467574 -8.2808089
396000 1.03634143835716e-10 9.15455051034112e-11 -7.8478976 -8.2820298
396060 1.03615835352047e-10 9.15288411335016e-11 -7.8490379 -8.2832507
396120 1.03597533335707e-10 9.14765372832896e-11 -7.8501781 -8.2844715
396180 1.03579237783945e-10 9.1459891926498e-11 -7.8513183 -8.2856924
396240 1.03560948693336e-10 9.14788856032946e-11 -7.8524585 -8.2869133
396300 1.03461583314282e-10 9.13909788140303e-11 -7.8535987 -8.2881341
396360 1.03443321446849e-10 9.13387275410856e-11 -7.8547389 -8.2893549
396420 1.03425056971365e-10 9.13577364034034e-11 -7.855879 -8.2905758
396480 1.03406798944479e-10 9.13411242651469e-11 -7.8570192 -8.2917966
396540 1.03388556410054e-10 9.12889105562547e-11 -7.8581594 -8.2930175
396600 1.03370311266929e-10 9.1272320477394e-11 -7.8592995 -8.2942383
396660 1.03271075639913e-10 9.12201452662886e-11 -7.8604397 -8.2954591
396720 1.03252866689343e-10 9.11679820046222e-11 -7.8615798 -8.2966799
396780 1.03234655131697e-10 9.11514159266001e-11 -7.86272 -8.2979007
396840 1.03135486901375e-10 9.1134859368983e-11 -7.8638601 -8.2991215
396900 1.03198242260822e-10 9.11183053249702e-11 -7.8650002 -8.3003423
396960 1.0318005898317e-10 9.10661949528874e-11 -7.8661403 -8.3015631
397020 1.03080970832042e-10 9.10496558931029e-11 -7.8672805 -8.3027839
397080 1.03062814615267e-10 9.10331263343636e-11 -7.8684206 -8.3040047
397140 1.02963782011127e-10 9.09455238206678e-11 -7.8695607 -8.3052255
397200 1.02945643831228e-10 9.09290156699213e-11 -7.8707008 -8.3064463
397260 1.0300835733613e-10 9.09480435787055e-11 -7.8718408 -8.307667
397320 1.02909377650683e-10 9.08605041798889e-11 -7.8729809 -8.3088878
397380 1.0289126761321e-10 9.08440169522133e-11 -7.874121 -8.3101086
397440 1.02873154970453e-10 9.08630429532310e-11 -7.8752611 -8.3113293
397500 1.02774242367546e-10 9.07755665960932e-11 -7.8764011 -8.3125501
397560 1.02836939836384e-10 9.07946050723766e-11 -7.8775412 -8.3137708
397620 1.02818846314264e-10 9.0778141749601e-11 -7.8786812 -8.3149916
397680 1.02719995478301e-10 9.06907179148527e-11 -7.8798213 -8.3162123
397740 1.02701919934994e-10 9.06742793913645e-11 -7.8809613 -8.3174331
397800 1.02603124454324e-10 9.06223816564041e-11 -7.8821013 -8.3186538
397860 1.0258508477095e-10 9.06059614714776e-11 -7.8832413 -8.3198745
397920 1.02647758292407e-10 9.06249995571618e-11 -7.8843814 -8.3210952
397980 1.025490333639e-10 9.05731354788212e-11 -7.8855214 -8.322316
398040 1.02450325281147e-10 9.04858541641676e-11 -7.8866614 -8.3235367
398100 1.02512962638585e-10 9.05049140521049e-11 -7.8878014 -8.3247574
398160 1.02494945716463e-10 9.04885299930839e-11 -7.8889413 -8.3259781
398220 1.02396317028435e-10 9.04012975307676e-11 -7.8900813 -8.3271988
398280 1.02378344755636e-10 9.04203450731837e-11 -7.8912213 -8.3284195
398340 1.02360369880478e-10 9.04039782968498e-11 -7.8923613 -8.3296402
398400 1.02342392409022e-10 9.03522198818838e-11 -7.8935012 -8.3308609
398460 1.02324421250973e-10 9.03358782608674e-11 -7.8946412 -8.3320815
398520 1.02225900138833e-10 9.02487523105809e-11 -7.8957811 -8.3333022
398580 1.02207946848266e-10 9.02324318586921e-11 -7.8969211 -8.3345229
398640 1.02189999862416e-10 9.0251499626419e-11 -7.898061 -8.3357435
398700 1.02091554219018e-10 9.0164436182747e-11 -7.8992009 -8.3369642
398760 1.0215414255542e-10 9.01835024555306e-11 -7.9003409 -8.3381849
398820 1.02136232214507e-10 9.01672021490089e-11 -7.9014808 -8.3394055
398880 1.02037847789262e-10 9.00802011395885e-11 -7.9026207 -8.3406262
398940 1.02019937516135e-10 9.0099275737001e-11 -7.9037606 -8.3418468
399000 1.02002051252723e-10 9.00829994791045e-11 -7.9049005 -8.3430674
399060 1.01984180118374e-10 9.00313915223919e-11 -7.9060404 -8.3442881
399120 1.01885882473028e-10 8.99444744499332e-11 -7.9071803 -8.3455087
399180 1.0186802025703e-10 8.99282349587228e-11 -7.9083201 -8.3467293
399240 1.01850173145405e-10 8.9947316334874e-11 -7.90946 -8.34795
399300 1.01832323447165e-10 8.98957701342845e-11 -7.9105999 -8.3491706
399360 1.01814471167871e-10 8.98795482238728e-11 -7.9117397 -8.3503912
399420 1.01716298185599e-10 8.98280328540706e-11 -7.9128796 -8.3516118
399480 1.01698507785951e-10 8.981181874677e-11 -7.9140194 -8.3528324
399540 1.01680697148458e-10 8.97956173353245e-11 -7.9151592 -8.354053
399600 1.0166287511453e-10 8.97441484005901e-11 -7.9162991 -8.3552736
399660 1.01645076954583e-10 8.97279650343075e-11 -7.9174389 -8.3564942
399720 1.01627293836113e-10 8.97117840870021e-11 -7.9185787 -8.3577147
399780 1.01529256657077e-10 8.96250867332045e-11 -7.9197185 -8.3589353
399840 1.01511491217293e-10 8.96089267551157e-11 -7.9208583 -8.3601559
399900 1.01493731993562e-10 8.96280244200158e-11 -7.9219981 -8.3613765
399960 1.01475987774058e-10 8.95766345024705e-11 -7.9231379 -8.362597
400020 1.01458240969575e-10 8.95604919904835e-11 -7.9242777 -8.3638176
400080 1.01360301474198e-10 8.95091327546808e-11 -7.9254175 -8.3650381
400140 1.01342572325873e-10 8.94577954217155e-11 -7.9265572 -8.3662587
400200 1.01324849378772e-10 8.94416864361394e-11 -7.927697 -8.3674792
400260 1.01307141398778e-10 8.94255798509505e-11 -7.9288368 -8.3686998
400320 1.01289448373003e-10 8.94094790655406e-11 -7.9299765 -8.3699203
400380 1.01271752763219e-10 8.93933840768754e-11 -7.9311163 -8.3711408
400440 1.01173948519356e-10 8.93421069703750e-11 -7.932256 -8.3723614
400500 1.01156270513114e-10 8.92908483184598e-11 -7.9333957 -8.3735819
400560 1.01138607430633e-10 8.92747833608967e-11 -7.9345355 -8.3748024
400620 1.01040886421426e-10 8.92235552609781e-11 -7.9356752 -8.3760229
400680 1.01103291022848e-10 8.92426673924643e-11 -7.9368149 -8.3772434
400740 1.01085646435379e-10 8.92266163778955e-11 -7.9379546 -8.3784639
400800 1.00987985830004e-10 8.9140274621718e-11 -7.9390943 -8.3796844
400860 1.00970350065464e-10 8.91242477877211e-11 -7.940234 -8.3809049
400920 1.00872726227919e-10 8.90730894023713e-11 -7.9413737 -8.3821254
400980 1.00855134165711e-10 8.90570804046538e-11 -7.9425134 -8.3833459
401040 1.00917514572854e-10 8.90761984665365e-11 -7.943653 -8.3845664
401100 1.00819959736738e-10 8.9025072913428e-11 -7.9447927 -8.3857869
401160 1.00802377370072e-10 8.89739657316606e-11 -7.9459324 -8.3870073
401220 1.00784801134844e-10 8.89579860390837e-11 -7.947072 -8.3882278
401280 1.00767231028071e-10 8.8942012085565e-11 -7.9482117 -8.3894483
401340 1.00749667045882e-10 8.88909473477297e-11 -7.9493513 -8.3906687
401400 1.00652226466142e-10 8.8874987795097e-11 -7.9504909 -8.3918892
401460 1.00634688643754e-10 8.88590339725096e-11 -7.9516306 -8.3931096
401520 1.00617148254169e-10 8.88080149861865e-11 -7.9527702 -8.3943301
401580 1.00519773014584e-10 8.87570143062154e-11 -7.9539098 -8.3955505
401640 1.00502267424534e-10 8.87060252047529e-11 -7.9550494 -8.3967709
401700 1.00564581090198e-10 8.87251617993481e-11 -7.956189 -8.3979914
401760 1.00467274529731e-10 8.87092457965891e-11 -7.9573286 -8.3992118
401820 1.00449787218392e-10 8.86582960548692e-11 -7.9584682 -8.4004322
401880 1.0043230599411e-10 8.86424011043752e-11 -7.9596078 -8.4016526
401940 1.00335064600512e-10 8.85914816103398e-11 -7.9607473 -8.402873
402000 1.00317600778167e-10 8.85405770185659e-11 -7.9618869 -8.4040935
402060 1.0037988152146e-10 8.85597226949596e-11 -7.9630265 -8.4053139
402120 1.00282708633118e-10 8.85438501005893e-11 -7.964166 -8.4065343
402180 1.00185560913238e-10 8.84579762715904e-11 -7.9653056 -8.4077547
402240 1.00247814868353e-10 8.84421342797136e-11 -7.9664451 -8.408975
402300 1.00230381403115e-10 8.84612872173817e-11 -7.9675847 -8.4101954
402360 1.00133302079166e-10 8.84104539507225e-11 -7.9687242 -8.4114158
402420 1.00115903192453e-10 8.83596355550380e-11 -7.9698637 -8.4126362
402480 1.00098501742456e-10 8.83438124972177e-11 -7.9710032 -8.4138566
402540 1.00081097734778e-10 8.83279984410353e-11 -7.9721428 -8.4150769
402600 1.00063699778297e-10 8.83121900454557e-11 -7.9732823 -8.4162973
402660 9.9966725127642e-11 8.82614322848683e-11 -7.9744218 -8.4175176
402720 9.99493702714984e-11 8.82106926862023e-11 -7.9755612 -8.418738
402780 9.99320128533167e-11 8.81949104289308e-11 -7.9767007 -8.4199583
402840 9.99146528786842e-11 8.8179133818126e-11 -7.9778402 -8.4211787
402900 9.98177628684902e-11 8.81284361583933e-11 -7.9789797 -8.422399
402960 9.98004373348708e-11 8.80777499820233e-11 -7.9801191 -8.4236194
403020 9.98626262750188e-11 8.80969169845702e-11 -7.9812586 -8.4248397
403080 9.97657957393827e-11 8.80462612077328e-11 -7.9823981 -8.42606
403140 9.96690073724623e-11 8.79956202166326e-11 -7.9835375 -8.4272803
403200 9.97311953030931e-11 8.80147916233257e-11 -7.9846769 -8.4285006
403260 9.97138998051892e-11 8.79641710366542e-11 -7.9858164 -8.429721
403320 9.96171622283494e-11 8.79484548749898e-11 -7.9869558 -8.4309413
403380 9.95998839538869e-11 8.79327443282904e-11 -7.9880952 -8.4321616
403440 9.95826116721067e-11 8.78821655181667e-11 -7.9892346 -8.4333819
403500 9.95653453796714e-11 8.78664724193102e-11 -7.9903741 -8.4346022
403560 9.94687006360901e-11 8.77810653840214e-11 -7.9915135 -8.4358224
403620 9.94514685983233e-11 8.77653959344738e-11 -7.9926528 -8.4370427
403680 9.95135994672187e-11 8.78194234280167e-11 -7.9937922 -8.438263
403740 9.94170053896825e-11 8.7734067208942e-11 -7.9949316 -8.4394833
403800 9.93204447957046e-11 8.76487447443076e-11 -7.996071 -8.4407036
403860 9.93825575446162e-11 8.77027674396190e-11 -7.9972104 -8.4419238
403920 9.93653468280857e-11 8.76871193325916e-11 -7.9983497 -8.4431441
403980 9.9268862349921e-11 8.76018410047822e-11 -7.9994891 -8.4443643
404040 9.92516857704852e-11 8.75862197735279e-11 -8.0006284 -8.4455846
404100 9.92344981451233e-11 8.75706074043308e-11 -8.0017678 -8.4468048
404160 9.91380694139431e-11 8.75201980260023e-11 -8.0029071 -8.4480251
404220 9.91209243714622e-11 8.75045964091079e-11 -8.0040464 -8.4492453
404280 9.91830049107825e-11 8.74890003537987e-11 -8.0051858 -8.4504656
404340 9.90866435953867e-11 8.74386291772559e-11 -8.0063251 -8.4516858
404400 9.90695078608455e-11 8.74230504325124e-11 -8.0074644 -8.452906
404460 9.90523695820502e-11 8.74074772380401e-11 -8.0086037 -8.4541262
404520 9.8956063913408e-11 8.73571474948899e-11 -8.009743 -8.4553465
404580 9.89389511817721e-11 8.73068356765306e-11 -8.0108823 -8.4565667
404640 9.89218528225117e-11 8.72912914910308e-11 -8.0120216 -8.4577869
404700 9.89047603720134e-11 8.72757495647935e-11 -8.0131609 -8.4590071
404760 9.88876738272151e-11 8.72602131720448e-11 -8.0143001 -8.4602273
404820 9.88705931850567e-11 8.72446855820589e-11 -8.0154394 -8.4614475
404880 9.88535099996765e-11 8.71944352619122e-11 -8.0165787 -8.4626677
404940 9.87573551367312e-11 8.71441995551563e-11 -8.0177179 -8.4638878
405000 9.87402974125897e-11 8.7163410246818e-11 -8.0188572 -8.465108
405060 9.87232455804116e-11 8.71132044612472e-11 -8.0199964 -8.4663282
405120 9.86271714542738e-11 8.70283097189488e-11 -8.0211356 -8.4675484
405180 9.86891679996956e-11 8.70475275070119e-11 -8.0222749 -8.4687685
405240 9.86721338206631e-11 8.70667449848158e-11 -8.0234141 -8.4699887
405300 9.85761098373897e-11 8.70165888088021e-11 -8.0245533 -8.4712089
405360 9.85591010459399e-11 8.69664472014883e-11 -8.0256925 -8.472429
405420 9.84631465049580e-11 8.68816539599859e-11 -8.0268317 -8.4736492
405480 9.8446163063661e-11 8.6866217439418e-11 -8.0279709 -8.4748693
405540 9.85081098698295e-11 8.69201006780068e-11 -8.0291101 -8.4760894
405600 9.84121969761451e-11 8.6835360848639e-11 -8.0302493 -8.4773096
405660 9.83952311050906e-11 8.68199375239023e-11 -8.0313885 -8.4785297
405720 9.83782794646615e-11 8.68045196768501e-11 -8.0325276 -8.4797498
405780 9.83613252850722e-11 8.67891105512294e-11 -8.0336668 -8.48097
405840 9.83443685717487e-11 8.67737036502191e-11 -8.034806 -8.4821901
405900 9.82485665270961e-11 8.6689061753812e-11 -8.0359451 -8.4834102
405960 9.82316434540739e-11 8.66736813155742e-11 -8.0370843 -8.4846303
406020 9.82147262097440e-11 8.66583030948024e-11 -8.0382234 -8.4858504
406080 9.81978064333992e-11 8.66429270924246e-11 -8.0393625 -8.4870705
406140 9.81020956217902e-11 8.6558368440536e-11 -8.0405017 -8.4882906
406200 9.80851927239784e-11 8.65430220834433e-11 -8.0416408 -8.4895107
406260 9.80683039926671e-11 8.6527677935136e-11 -8.0427799 -8.4907308
406320 9.80514377561582e-11 8.65123359961586e-11 -8.043919 -8.4919508
406380 9.80345689830568e-11 8.64969994967705e-11 -8.0450581 -8.4931709
406440 9.80176976789753e-11 8.64471034186403e-11 -8.0461972 -8.494391
406500 9.80008321808443e-11 8.64663428050028e-11 -8.0473363 -8.4956111
406560 9.79052704997761e-11 8.64164698399378e-11 -8.0484754 -8.4968311
406620 9.78884301418235e-11 8.63666145447356e-11 -8.0496144 -8.4980512
406680 9.78715955761818e-11 8.63513174371559e-11 -8.0507535 -8.4992712
406740 9.78547584866808e-11 8.6301491337131e-11 -8.0518926 -8.5004913
406800 9.77592793378378e-11 8.62516796647103e-11 -8.0530316 -8.5017113
406860 9.77424839563614e-11 8.62709267769308e-11 -8.0541707 -8.5029314
406920 9.77256860469659e-11 8.62211381535517e-11 -8.0553097 -8.5041514
406980 9.77088856152326e-11 8.6205877114022e-11 -8.0564488 -8.5053714
407040 9.7692099250986e-11 8.61906214758124e-11 -8.0575878 -8.5065915
407100 9.75967300664508e-11 8.61063789510141e-11 -8.0587268 -8.5078115
407160 9.76585355340274e-11 8.6125634748608e-11 -8.0598658 -8.5090315
407220 9.76417747480132e-11 8.61103981910791e-11 -8.0610049 -8.5102515
407280 9.75464633269996e-11 8.60606939909204e-11 -8.0621439 -8.5114715
407340 9.75297109800839e-11 8.6045474305844e-11 -8.0632829 -8.5126915
407400 9.74344597945111e-11 8.59957895504098e-11 -8.0644219 -8.5139115
407460 9.74177406862045e-11 8.59805867217081e-11 -8.0655608 -8.5151315
407520 9.74795049718617e-11 8.59653924659548e-11 -8.0666998 -8.5163515
407580 9.73843031696734e-11 8.59157546001509e-11 -8.0678388 -8.5175715
407640 9.73676012685509e-11 8.59005707750602e-11 -8.0689778 -8.5187915
407700 9.73508968472496e-11 8.58509555103452e-11 -8.0701167 -8.5200115
407760 9.72557578492238e-11 8.5801360967099e-11 -8.0712557 -8.5212314
407820 9.72390701053726e-11 8.582063322522e-11 -8.0723946 -8.5224514
407880 9.73007932385177e-11 8.58398986773559e-11 -8.0735336 -8.5236714
407940 9.72841117308257e-11 8.57903323516202e-11 -8.0746725 -8.5248913
408000 9.71106876177291e-11 8.56719675120689e-11 -8.0758114 -8.5261113
408060 9.7094044407556e-11 8.56568422942182e-11 -8.0769504 -8.5273312
408120 9.71557583191204e-11 8.57105141317e-11 -8.0780893 -8.5285512
408180 9.71391213084615e-11 8.56610024332269e-11 -8.0792282 -8.5297711
408240 9.70441571970073e-11 8.56115050253199e-11 -8.0803671 -8.5309911
408300 9.70275285753534e-11 8.55964043247949e-11 -8.081506 -8.532211
408360 9.70109138547826e-11 8.55469389469639e-11 -8.0826449 -8.5334309
408420 9.69160286712585e-11 8.55318517819801e-11 -8.0837838 -8.5346509
408480 9.68994387238455e-11 8.55167699376405e-11 -8.0849227 -8.5358708
408540 9.68828462667876e-11 8.54673415857528e-11 -8.0860615 -8.5370907
408600 9.68662594911353e-11 8.54522764293884e-11 -8.0872004 -8.5383106
408660 9.68496783937535e-11 8.54028736984168e-11 -8.0883393 -8.5395305
408720 9.68331111523319e-11 8.5387818879042e-11 -8.0894781 -8.5407504
408780 9.6816549577755e-11 8.54071001440386e-11 -8.090617 -8.5419703
408840 9.67217948744669e-11 8.53234130835309e-11 -8.0917558 -8.5431902
408900 9.67052498318782e-11 8.53083897045633e-11 -8.0928947 -8.5444101
408960 9.66887104484303e-11 8.52933716149776e-11 -8.0940335 -8.54563
409020 9.66721767212201e-11 8.52440490532848e-11 -8.0951723 -8.5468499
409080 9.66556404911927e-11 8.52633386605184e-11 -8.0963111 -8.5480697
409140 9.65609942896654e-11 8.52140387495825e-11 -8.0974499 -8.5492896
409200 9.65445071585516e-11 8.51647530381155e-11 -8.0985887 -8.5505095
409260 9.65280093731044e-11 8.51154878262281e-11 -8.0997275 -8.5517293
409320 9.65115090864233e-11 8.51005132127316e-11 -8.1008663 -8.5529492
409380 9.64950225759012e-11 8.51198079520164e-11 -8.1020051 -8.5541691
409440 9.64004846244807e-11 8.5070573491855e-11 -8.1031439 -8.5553889
409500 9.63840227040428e-11 8.50213563501172e-11 -8.1042827 -8.5566088
409560 9.64455968227999e-11 8.50406548301142e-11 -8.1054214 -8.5578286
409620 9.63511238419701e-11 8.49914602546816e-11 -8.1065602 -8.5590484
409680 9.62566830944608e-11 8.49080458592697e-11 -8.107699 -8.5602683
409740 9.63182393183997e-11 8.4927350938827e-11 -8.1088377 -8.5614881
409800 9.63017973626756e-11 8.491242415203e-11 -8.1099764 -8.5627079
409860 9.62074052651453e-11 8.48632866816895e-11 -8.1111152 -8.5639277
409920 9.61909878329677e-11 8.48483795306461e-11 -8.1122539 -8.5651475
409980 9.61745679077518e-11 8.48334776159812e-11 -8.1133926 -8.5663674
410040 9.61581616798493e-11 8.48185778017923e-11 -8.1145314 -8.5675872
410100 9.60638584662401e-11 8.47352931534002e-11 -8.1156701 -8.568807
410160 9.60474767117235e-11 8.47204189381638e-11 -8.1168088 -8.5700268
410220 9.60311005434105e-11 8.47055468168420e-11 -8.1179475 -8.5712466
410280 9.6014738033331e-11 8.46565028862023e-11 -8.1190862 -8.5724663
410340 9.59983810982397e-11 8.46758182329289e-11 -8.1202248 -8.5736861
410400 9.59041854287579e-11 8.46267904825749e-11 -8.1213635 -8.5749059
410460 9.59656758747739e-11 8.46119421006926e-11 -8.1225022 -8.5761257
410520 9.59493195227466e-11 8.45971051692805e-11 -8.1236409 -8.5773454
410580 9.5855172283318e-11 8.45481232598856e-11 -8.1247795 -8.5785652
410640 9.58388564348344e-11 8.4499152294837e-11 -8.1259182 -8.579785
410700 9.57447680988894e-11 8.44501953926353e-11 -8.1270568 -8.5810047
410760 9.57284765887645e-11 8.44695169689424e-11 -8.1281955 -8.5822245
410820 9.57899341548712e-11 8.44547117685518e-11 -8.1293341 -8.5834442
410880 9.56958860924851e-11 8.44057946210065e-11 -8.1304727 -8.584664
410940 9.56795951485085e-11 8.43910057734717e-11 -8.1316114 -8.5858837
411000 9.56633097500025e-11 8.43421169245548e-11 -8.13275 -8.5871035
411060 9.55693312513146e-11 8.42932452013926e-11 -8.1338886 -8.5883232
411120 9.56307636028193e-11 8.43125739662865e-11 -8.1350272 -8.5895429
411180 9.56145108630986e-11 8.42978055918787e-11 -8.1361658 -8.5907626
411240 9.55205966074757e-11 8.42489641963815e-11 -8.1373044 -8.5919824
411300 9.55043520914182e-11 8.42342152313976e-11 -8.138443 -8.5932021
411360 9.54104804869368e-11 8.41854020639953e-11 -8.1395816 -8.5944218
411420 9.53942602142738e-11 8.41366090769195e-11 -8.1407201 -8.5956415
411480 9.54556596771565e-11 8.41559418612784e-11 -8.1418587 -8.5968612
411540 9.53618521912397e-11 8.41071618193105e-11 -8.1429973 -8.5980809
411600 9.53456484470802e-11 8.40584050304506e-11 -8.1441358 -8.5993006
411660 9.53294581945583e-11 8.40777444401532e-11 -8.1452744 -8.6005203
411720 9.52357199216923e-11 8.4029003667855e-11 -8.1464129 -8.6017399
411780 9.52970782180777e-11 8.40143106980613e-11 -8.1475514 -8.6029596
411840 9.52808805215569e-11 8.39996290385485e-11 -8.14869 -8.6041793
411900 9.51871823133863e-11 8.39509305646012e-11 -8.1498285 -8.605399
411960 9.51710326903226e-11 8.39022429485983e-11 -8.150967 -8.6066186
412020 9.50774088085608e-11 8.38535723543884e-11 -8.1521055 -8.6078383
412080 9.50612832804964e-11 8.38729177302213e-11 -8.153244 -8.6090579
412140 9.51226166840818e-11 8.38582674247519e-11 -8.1543825 -8.6102776
412200 9.50290247820365e-11 8.37756501064418e-11 -8.155521 -8.6114972
412260 9.50128997688264e-11 8.37949989567727e-11 -8.1566595 -8.6127169
412320 9.49967961132797e-11 8.37803637798331e-11 -8.157798 -8.6139365
412380 9.49806979155975e-11 8.37317654522778e-11 -8.1589365 -8.6151562
412440 9.49645892973142e-11 8.37171464260097e-11 -8.1600749 -8.6163758
412500 9.48711035126443e-11 8.36685791691877e-11 -8.1612134 -8.6175954
412560 9.48550268632964e-11 8.36539793406502e-11 -8.1623519 -8.618815
412620 9.48389477385553e-11 8.36393815403102e-11 -8.1634903 -8.6200347
412680 9.48228740639047e-11 8.35908502017746e-11 -8.1646288 -8.6212543
412740 9.47294835638933e-11 8.35423388566746e-11 -8.1657672 -8.6224739
412800 9.47134417894482e-11 8.3527774286136e-11 -8.1669056 -8.6236935
412860 9.47747094516135e-11 8.3547129554825e-11 -8.1680441 -8.6249131
412920 9.4681366630962e-11 8.34986420241533e-11 -8.1691825 -8.6261327
412980 9.46653253461987e-11 8.34501744615240e-11 -8.1703209 -8.6273523
413040 9.46492973939497e-11 8.34356299917725e-11 -8.1714593 -8.6285719
413100 9.45560311040744e-11 8.33871933577848e-11 -8.1725977 -8.6297914
413160 9.45400270746305e-11 8.33726649292619e-11 -8.1737361 -8.631011
413220 9.45240284617763e-11 8.3358138511795e-11 -8.1748745 -8.6322306
413280 9.45080431437354e-11 8.33436141060215e-11 -8.1760129 -8.6334502
413340 9.44920553531481e-11 8.33290978092368e-11 -8.1771512 -8.6346697
413400 9.44760729709095e-11 8.32807188501032e-11 -8.1782896 -8.6358893
413460 9.44601038672552e-11 8.32662155140816e-11 -8.179428 -8.6371088
413520 9.43669799159511e-11 8.3217861304664e-11 -8.1805663 -8.6383284
413580 9.43510267812441e-11 8.31695239311521e-11 -8.1817047 -8.6395479
413640 9.43350711809415e-11 8.3188891661091e-11 -8.182843 -8.6407675
413700 9.42419998634179e-11 8.31405791917144e-11 -8.1839814 -8.641987
413760 9.43031761642686e-11 8.31261189317254e-11 -8.1851197 -8.6432066
413820 9.42872445930329e-11 8.31116576283055e-11 -8.186258 -8.6444261
413880 9.41942442189277e-11 8.30633746928846e-11 -8.1873963 -8.6456456
413940 9.41783442631357e-11 8.30151115897668e-11 -8.1885347 -8.6468651
414000 9.41624340015491e-11 8.30006801636442e-11 -8.189673 -8.6480847
414060 9.40694704744397e-11 8.29862537542891e-11 -8.1908113 -8.6493042
414120 9.40535839764523e-11 8.29380322514045e-11 -8.1919496 -8.6505237
414180 9.41147354553988e-11 8.29236156883456e-11 -8.1930879 -8.6517432
414240 9.40218583491687e-11 8.29092011110812e-11 -8.1942261 -8.6529627
414300 9.40059957434684e-11 8.28947945683643e-11 -8.1953644 -8.6541822
414360 9.39901228615284e-11 8.28466194401481e-11 -8.1965027 -8.6554017
414420 9.38972903471119e-11 8.27984610484023e-11 -8.197641 -8.6566212
414480 9.39584087906404e-11 8.2817846124383e-11 -8.1987792 -8.6578406
414540 9.39425675853026e-11 8.28034654505582e-11 -8.1999175 -8.6590601
414600 9.38497978536499e-11 8.27553366152053e-11 -8.2010557 -8.6602796
414660 9.38339725008394e-11 8.27072244919509e-11 -8.202194 -8.6614991
414720 9.37412523588328e-11 8.26591290719986e-11 -8.2033322 -8.6627185
414780 9.37254506383198e-11 8.26785184878791e-11 -8.2044704 -8.663938
414840 9.37865284478246e-11 8.26641744625167e-11 -8.2056087 -8.6651574
414900 9.36938631738383e-11 8.25823876721453e-11 -8.2067469 -8.6663769
414960 9.36780774246999e-11 8.2601774292354e-11 -8.2078851 -8.6675963
415020 9.36623047657771e-11 8.25874450250999e-11 -8.2090233 -8.6688158
415080 9.35697072281127e-11 8.25057140992725e-11 -8.2101615 -8.6700352
415140 9.36307443086564e-11 8.25251099366401e-11 -8.2112997 -8.6712547
415200 9.36149720547132e-11 8.25108074187316e-11 -8.2124379 -8.6724741
415260 9.3522421516336e-11 8.24291352704565e-11 -8.213576 -8.6736935
415320 9.3506680568192e-11 8.24148483411517e-11 -8.2147142 -8.6749129
415380 9.34909604184351e-11 8.24342374831846e-11 -8.2158524 -8.6761324
415440 9.33984852059571e-11 8.23526180568929e-11 -8.2169906 -8.6773518
415500 9.33827575714628e-11 8.23383518083068e-11 -8.2181287 -8.6785712
415560 9.34437619853552e-11 8.23577411335442e-11 -8.2192669 -8.6797906
415620 9.33513413880471e-11 8.22761743732e-11 -8.220405 -8.68101
415680 9.32589441456184e-11 8.22282897873113e-11 -8.2215431 -8.6822294
415740 9.33199386075607e-11 8.22476970677485e-11 -8.2226813 -8.6834488
415800 9.33042528644201e-11 8.22334583384246e-11 -8.2238194 -8.6846682
415860 9.32119178556075e-11 8.218559704368e-11 -8.2249575 -8.6858876
415920 9.31962555346417e-11 8.21713710061396e-11 -8.2260956 -8.6871069
415980 9.3180590764492e-11 8.21571498926076e-11 -8.2272337 -8.6883263
416040 9.3164923550282e-11 8.21093266426801e-11 -8.2283718 -8.6895457
416100 9.31492693102681e-11 8.20951241627627e-11 -8.2295099 -8.6907651
416160 9.31336280340269e-11 8.20809265954914e-11 -8.230648 -8.6919844
416220 9.30414070186721e-11 8.20331383567379e-11 -8.2317861 -8.6932038
416280 9.30257814078703e-11 8.2018950464456e-11 -8.2329242 -8.6944231
416340 9.30101687344903e-11 8.19711894663283e-11 -8.2340623 -8.6956425
416400 9.29945536139457e-11 8.19570231340691e-11 -8.2352003 -8.6968618
416460 9.29789360509154e-11 8.19428616972534e-11 -8.2363384 -8.6980812
416520 9.28868107088306e-11 8.18951415709366e-11 -8.2374764 -8.6993005
416580 9.28712164780204e-11 8.18809927478738e-11 -8.2386145 -8.7005198
416640 9.28556351528447e-11 8.18668458462496e-11 -8.2397525 -8.7017392
416700 9.28400667229485e-11 8.1819157642042e-11 -8.2408906 -8.7029585
416760 9.28244958473482e-11 8.18050263069653e-11 -8.2420286 -8.7041778
